 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Aluminum.txt

 Ion = Molybdenum [42] , Mass = 93.905 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 160.00 MeV   1.290E+04  3.216E+01   19.35 um     6050 A      6427 A   
 170.00 MeV   1.309E+04  3.057E+01   20.11 um     6158 A      6484 A   
 180.00 MeV   1.327E+04  2.913E+01   20.87 um     6261 A      6538 A   
 200.00 MeV   1.356E+04  2.665E+01   22.36 um     6623 A      6639 A   
 225.00 MeV   1.367E+04  2.413E+01   24.19 um     7132 A      6754 A   
 250.00 MeV   1.379E+04  2.206E+01   26.00 um     7598 A      6860 A   
 275.00 MeV   1.384E+04  2.034E+01   27.81 um     8031 A      6959 A   
 300.00 MeV   1.385E+04  1.889E+01   29.61 um     8440 A      7053 A   
 325.00 MeV   1.381E+04  1.764E+01   31.42 um     8831 A      7143 A   
 350.00 MeV   1.375E+04  1.655E+01   33.23 um     9207 A      7229 A   
 375.00 MeV   1.366E+04  1.560E+01   35.05 um     9572 A      7313 A   
 400.00 MeV   1.356E+04  1.476E+01   36.88 um     9929 A      7395 A   
 450.00 MeV   1.331E+04  1.334E+01   40.60 um     1.13 um     7555 A   
 500.00 MeV   1.303E+04  1.218E+01   44.40 um     1.25 um     7710 A   
 550.00 MeV   1.273E+04  1.121E+01   48.28 um     1.37 um     7864 A   
 600.00 MeV   1.243E+04  1.040E+01   52.25 um     1.48 um     8017 A   
 650.00 MeV   1.213E+04  9.701E+00   56.32 um     1.59 um     8170 A   
 700.00 MeV   1.183E+04  9.095E+00   60.49 um     1.69 um     8324 A   
 800.00 MeV   1.126E+04  8.096E+00   69.15 um     2.09 um     8638 A   
 900.00 MeV   1.074E+04  7.304E+00   78.23 um     2.46 um     8962 A   
   1.00 GeV   1.026E+04  6.661E+00   87.75 um     2.81 um     9298 A   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  3.7011E-03                keV / (ug/cm2) 
  3.7011E-03                MeV / (mg/cm2) 
  3.7011E+00                keV / (mg/cm2) 
  1.6582E-01                 eV / (1E15 atoms/cm2)
  1.9391E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
